Virus_name_ORF_8_replacement_L84S,GISAID_ID,Lineage,GISAID_Clade,Location,Collection_date
hCoV-19/USA/CT-Yale-148/2020,EPI_ISL_435718,A.1,S,North_America_/_USA_/_Connecticut,2020/03/25
hCoV-19/USA/CT-Yale-142/2020,EPI_ISL_435712,A.1,S,North_America_/_USA_/_Connecticut,2020/03/21
hCoV-19/USA/CT-Yale-112/2020,EPI_ISL_435708,A.1,S,North_America_/_USA_/_Connecticut,9-APR-2020
hCoV-19/USA/CA-SCCPHD-UC161/2020,EPI_ISL_435640,A_or_A.1,S,North_America_/_USA_/_California_/_Santa_Clara_County,2020/03/12
hCoV-19/USA/CA-SCCPHD-UC152/2020,EPI_ISL_435631,A.1,S,North_America_/_USA_/_California_/_Santa_Clara_County,2020/03/11
hCoV-19/USA/CA-SCCPHD-UC140/2020,EPI_ISL_435619,A_or_A.1,S,North_America_/_USA_/_California_/_Santa_Clara_County,2020/03/10
hCoV-19/USA/UT-0679/2020,EPI_ISL_435380,A.1,S,North_America_/_USA_/_Utah,5-APR-2020
hCoV-19/USA/UT-0108/2020,EPI_ISL_435352,A.1,S,North_America_/_USA_/_Utah,2020/03/12
hCoV-19/USA/UT-0107/2020,EPI_ISL_435351,A.1,S,North_America_/_USA_/_Utah,2020/03/12
hCoV-19/United_Arab_Emirates/L5630/2020,EPI_ISL_435137,A,S,Asia_/_United_Arab_Emirates,2020/01/29
hCoV-19/India/NCDC-02415/2020,EPI_ISL_435111,A.2,S,Asia_/_India_/_Delhi,2020/03/30
hCoV-19/India/NCDC-01501/2020,EPI_ISL_435110,A.1,S,Asia_/_India_/_Delhi,2020/03/16
hCoV-19/Kazakhstan/NCB-5/2020,EPI_ISL_435048,A.2,S,Asia_/_Kazakhstan_/_Nur-Sultan,21-APR-2020
hCoV-19/USA/TX-HMH0450/2020,EPI_ISL_435029,A.3,S,North_America_/_USA_/_Texas,3-APR-2020
hCoV-19/USA/TX-HMH0446/2020,EPI_ISL_435026,A.3,S,North_America_/_USA_/_Texas,3-APR-2020
hCoV-19/USA/TX-HMH0441/2020,EPI_ISL_435024,A.1,S,North_America_/_USA_/_Texas,3-APR-2020
hCoV-19/USA/TX-HMH0435/2020,EPI_ISL_435018,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0432/2020,EPI_ISL_435015,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0431/2020,EPI_ISL_435014,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0430/2020,EPI_ISL_435013,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0428/2020,EPI_ISL_435011,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0427/2020,EPI_ISL_435010,A.3,S,North_America_/_USA_/_Texas,2-APR-2020
hCoV-19/USA/TX-HMH0423/2020,EPI_ISL_435006,A.3,S,North_America_/_USA_/_Texas,1-APR-2020
hCoV-19/USA/TX-HMH0400/2020,EPI_ISL_434987,A.3,S,North_America_/_USA_/_Texas,1-APR-2020
hCoV-19/USA/TX-HMH0399/2020,EPI_ISL_434986,A.3,S,North_America_/_USA_/_Texas,2020/03/31
hCoV-19/USA/TX-HMH0396/2020,EPI_ISL_434983,A.3,S,North_America_/_USA_/_Texas,2020/03/31
hCoV-19/USA/TX-HMH0395/2020,EPI_ISL_434982,A.3,S,North_America_/_USA_/_Texas,1-APR-2020
hCoV-19/USA/TX-HMH0394/2020,EPI_ISL_434981,A.3,S,North_America_/_USA_/_Texas,2020/03/31
hCoV-19/USA/TX-HMH0391/2020,EPI_ISL_434978,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0387/2020,EPI_ISL_434974,A.3,S,North_America_/_USA_/_Texas,2020/03/29
hCoV-19/USA/TX-HMH0383/2020,EPI_ISL_434971,A.3,S,North_America_/_USA_/_Texas,2020/03/31
hCoV-19/USA/TX-HMH0381/2020,EPI_ISL_434969,A.3,S,North_America_/_USA_/_Texas,2020/03/30
hCoV-19/USA/TX-HMH0379/2020,EPI_ISL_434967,A.3,S,North_America_/_USA_/_Texas,2020/03/30
hCoV-19/USA/TX-HMH0378/2020,EPI_ISL_434966,A.1,S,North_America_/_USA_/_Texas,1-APR-2020
hCoV-19/USA/TX-HMH0375/2020,EPI_ISL_434964,A.3,S,North_America_/_USA_/_Texas,2020/03/31
hCoV-19/USA/TX-HMH0370/2020,EPI_ISL_434961,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0360/2020,EPI_ISL_434953,A.3,S,North_America_/_USA_/_Texas,2020/03/29
hCoV-19/USA/TX-HMH0322/2020,EPI_ISL_434934,A.3,S,North_America_/_USA_/_Texas,2020/03/28
hCoV-19/USA/TX-HMH0318/2020,EPI_ISL_434932,A.3,S,North_America_/_USA_/_Texas,2020/03/28
hCoV-19/USA/TX-HMH0303/2020,EPI_ISL_434925,A.3,S,North_America_/_USA_/_Texas,2020/03/28
hCoV-19/USA/TX-HMH0301/2020,EPI_ISL_434924,A.3,S,North_America_/_USA_/_Texas,2020/03/28
hCoV-19/USA/TX-HMH0300/2020,EPI_ISL_434923,A.3,S,North_America_/_USA_/_Texas,2020/03/28
hCoV-19/USA/TX-HMH0290/2020,EPI_ISL_434916,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0285/2020,EPI_ISL_434913,A.1,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0279/2020,EPI_ISL_434907,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0277/2020,EPI_ISL_434905,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0276/2020,EPI_ISL_434904,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0274/2020,EPI_ISL_434902,A.3,S,North_America_/_USA_/_Texas,2020/03/27
hCoV-19/USA/TX-HMH0268/2020,EPI_ISL_434897,A.3,S,North_America_/_USA_/_Texas,2020/03/26
hCoV-19/USA/TX-HMH0267/2020,EPI_ISL_434896,A.3,S,North_America_/_USA_/_Texas,2020/03/26
hCoV-19/USA/TX-HMH0263/2020,EPI_ISL_434892,A.3,S,North_America_/_USA_/_Texas,2020/03/26
hCoV-19/USA/TX-HMH0234/2020,EPI_ISL_434891,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0212/2020,EPI_ISL_434887,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0211/2020,EPI_ISL_434886,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0209/2020,EPI_ISL_434884,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0208/2020,EPI_ISL_434883,A.1,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0207/2020,EPI_ISL_434882,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0198/2020,EPI_ISL_434873,A.3,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH0197/2020,EPI_ISL_434872,A.3,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0192/2020,EPI_ISL_434867,A.3,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0185/2020,EPI_ISL_434863,A.1,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0184/2020,EPI_ISL_434862,A.3,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0156/2020,EPI_ISL_434855,A.3,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0155/2020,EPI_ISL_434854,A.3,S,North_America_/_USA_/_Texas,2020/03/23
hCoV-19/USA/TX-HMH0150/2020,EPI_ISL_434849,A.3,S,North_America_/_USA_/_Texas,2020/03/22
hCoV-19/USA/TX-HMH0145/2020,EPI_ISL_434844,A.1,S,North_America_/_USA_/_Texas,2020/03/22
hCoV-19/USA/TX-HMH0144/2020,EPI_ISL_434843,A.1,S,North_America_/_USA_/_Texas,2020/03/22
hCoV-19/USA/TX-HMH0141/2020,EPI_ISL_434840,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0138/2020,EPI_ISL_434838,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0136/2020,EPI_ISL_434836,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0135/2020,EPI_ISL_434835,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0131/2020,EPI_ISL_434831,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0129/2020,EPI_ISL_434829,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0128/2020,EPI_ISL_434828,A.3,S,North_America_/_USA_/_Texas,2020/03/21
hCoV-19/USA/TX-HMH0127/2020,EPI_ISL_434827,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0126/2020,EPI_ISL_434826,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0125/2020,EPI_ISL_434825,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0117/2020,EPI_ISL_434818,A.1,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0114/2020,EPI_ISL_434816,A.1,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0113/2020,EPI_ISL_434815,A.1,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0112/2020,EPI_ISL_434814,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0111/2020,EPI_ISL_434813,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0110/2020,EPI_ISL_434812,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0105/2020,EPI_ISL_434810,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH0104/2020,EPI_ISL_434809,A.3,S,North_America_/_USA_/_Texas,2020/03/20
hCoV-19/USA/TX-HMH096/2020,EPI_ISL_434801,A.3,S,North_America_/_USA_/_Texas,2020/03/19
hCoV-19/USA/TX-HMH092/2020,EPI_ISL_434797,A.3,S,North_America_/_USA_/_Texas,2020/03/19
hCoV-19/USA/TX-HMH082/2020,EPI_ISL_434791,A.1,S,North_America_/_USA_/_Texas,2020/03/19
hCoV-19/USA/TX-HMH079/2020,EPI_ISL_434788,A.3,S,North_America_/_USA_/_Texas,2020/03/19
hCoV-19/USA/TX-HMH068/2020,EPI_ISL_434777,A.3,S,North_America_/_USA_/_Texas,2020/03/18
hCoV-19/USA/TX-HMH066/2020,EPI_ISL_434775,A.3,S,North_America_/_USA_/_Texas,2020/03/18
hCoV-19/USA/TX-HMH057/2020,EPI_ISL_434766,A.3,S,North_America_/_USA_/_Texas,2020/03/17
hCoV-19/USA/TX-HMH051/2020,EPI_ISL_434760,A.3,S,North_America_/_USA_/_Texas,2020/03/17
hCoV-19/USA/TX-HMH049/2020,EPI_ISL_434758,A.3,S,North_America_/_USA_/_Texas,2020/03/16
hCoV-19/USA/TX-HMH031/2020,EPI_ISL_434740,A.1,S,North_America_/_USA_/_Texas,2020/03/24
hCoV-19/USA/TX-HMH029/2020,EPI_ISL_434738,A.1,S,North_America_/_USA_/_Texas,2020/03/12
hCoV-19/USA/TX-HMH022/2020,EPI_ISL_434732,A.3,S,North_America_/_USA_/_Texas,2020/03/17
hCoV-19/USA/TX-HMH021/2020,EPI_ISL_434731,A.3,S,North_America_/_USA_/_Texas,2020/03/17
hCoV-19/USA/TX-HMH014/2020,EPI_ISL_434724,A.2,S,North_America_/_USA_/_Texas,2020/03/14
hCoV-19/USA/TX-HMH012/2020,EPI_ISL_434723,A.1,S,North_America_/_USA_/_Texas,2020/03/15
hCoV-19/USA/TX-HMH06/2020,EPI_ISL_434717,A.3,S,North_America_/_USA_/_Texas,2020/03/16
hCoV-19/USA/TX-HMH05/2020,EPI_ISL_434716,A.1,S,North_America_/_USA_/_Texas,2020/03/16
hCoV-19/Thailand/NIH-2721/2020,EPI_ISL_434706,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/16
hCoV-19/Thailand/NIH-2720/2020,EPI_ISL_434705,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/16
hCoV-19/Thailand/NIH-2492-2/2020,EPI_ISL_434704,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/17
hCoV-19/Thailand/NIH-2489/2020,EPI_ISL_434703,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/14
hCoV-19/Thailand/NIH-2472/2020,EPI_ISL_434701,A.6,S,Asia_/_Thailand_/_Nonthaburi,2020/03/14
hCoV-19/Thailand/NIH-2420/2020,EPI_ISL_434700,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/Thailand/NIH-2296/2020,EPI_ISL_434699,A.6,S,Asia_/_Thailand_/_Bangkok,2020/03/13
hCoV-19/USA/MD-HP00030/2020,EPI_ISL_434686,A.3,S,North_America_/_USA_/_Maryland,2020/03/20
hCoV-19/USA/FL-UF2/2020,EPI_ISL_434637,A.3,S,North_America_/_USA_/_Florida,2020/03/27
hCoV-19/USA/FL-UF1/2020,EPI_ISL_434636,A.1,S,North_America_/_USA_/_Florida,2020/03/10
hCoV-19/USA/VA-DCLS-0101/2020,EPI_ISL_434595,A.1,S,North_America_/_USA_/_Virginia,10-APR-2020
hCoV-19/USA/VA-DCLS-0100/2020,EPI_ISL_434594,A.1,S,North_America_/_USA_/_Virginia,10-APR-2020
hCoV-19/USA/VA-DCLS-0098/2020,EPI_ISL_434592,A.3,S,North_America_/_USA_/_Virginia,10-APR-2020
hCoV-19/USA/VA-DCLS-0095/2020,EPI_ISL_434590,A.3,S,North_America_/_USA_/_Virginia,9-APR-2020
hCoV-19/Hong_Kong/HKU-001a/2020,EPI_ISL_434571,A,S,Asia_/_Hong_Kong,2020/01/22
hCoV-19/Hong_Kong/HKU-907b/2020,EPI_ISL_434568,A,S,Asia_/_Hong_Kong,2020/01/29
hCoV-19/Hong_Kong/HKU-907a/2020,EPI_ISL_434567,A,S,Asia_/_Hong_Kong,2020/01/27
hCoV-19/Japan/TKYE6968/2020,EPI_ISL_434561,A,S,Asia_/_Japan,FEB-2020
hCoV-19/Puerto_Rico/CDC-S7/2020,EPI_ISL_434547,A.1,S,North_America_/_USA_/_Puerto_Rico,2020/03/24
hCoV-19/Puerto_Rico/CDC-S3/2020,EPI_ISL_434543,A.1,S,North_America_/_USA_/_Puerto_Rico,2020/03/23
hCoV-19/Puerto_Rico/CDC-S1/2020,EPI_ISL_434541,A.1,S,North_America_/_USA_/_Puerto_Rico,2020/03/23
hCoV-19/Costa_Rica/03/2020,EPI_ISL_434536,A.1,S,North_America_/_Costa_Rica,2020/03/17
hCoV-19/Greece/145/2020,EPI_ISL_434464,A.5,S,Europe_/_Greece_/_Athens,2020/03/16
hCoV-19/Greece/48/2020,EPI_ISL_434456,A.2,S,Europe_/_Greece_/_Athens,2020/03/22
hCoV-19/USA/WA-S586/2020,EPI_ISL_434346,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S585/2020,EPI_ISL_434345,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S584/2020,EPI_ISL_434344,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/24
hCoV-19/USA/WA-S583/2020,EPI_ISL_434343,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/24
hCoV-19/USA/WA-S582/2020,EPI_ISL_434342,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S579/2020,EPI_ISL_434339,A.1,S,North_America_/_USA_/_Washington_/_Kittitas_County,2020/03/24
hCoV-19/USA/WA-S578/2020,EPI_ISL_434338,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/30
hCoV-19/USA/WA-S577/2020,EPI_ISL_434337,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S576/2020,EPI_ISL_434336,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/29
hCoV-19/USA/WA-S575/2020,EPI_ISL_434335,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S574/2020,EPI_ISL_434334,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S573/2020,EPI_ISL_434333,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S572/2020,EPI_ISL_434332,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/26
hCoV-19/USA/WA-S568/2020,EPI_ISL_434328,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S567/2020,EPI_ISL_434327,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/25
hCoV-19/USA/WA-S566/2020,EPI_ISL_434326,A,S,North_America_/_USA_/_Washington,2020/03/29
hCoV-19/USA/WA-S563/2020,EPI_ISL_434323,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S557/2020,EPI_ISL_434317,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S556/2020,EPI_ISL_434316,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/29
hCoV-19/USA/WA-S555/2020,EPI_ISL_434315,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,2020/03/30
hCoV-19/USA/WA-S553/2020,EPI_ISL_434313,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S548/2020,EPI_ISL_434308,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S546/2020,EPI_ISL_434306,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,2020/03/23
hCoV-19/USA/WA-S545/2020,EPI_ISL_434305,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/31
hCoV-19/USA/WA-S544/2020,EPI_ISL_434304,A.1,S,North_America_/_USA_/_Washington,2020/03/25
hCoV-19/USA/WA-S542/2020,EPI_ISL_434302,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,2020/03/23
hCoV-19/USA/WA-S539/2020,EPI_ISL_434299,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/23
hCoV-19/USA/WA-S538/2020,EPI_ISL_434298,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S529/2020,EPI_ISL_434289,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/24
hCoV-19/USA/WA-S528/2020,EPI_ISL_434288,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/31
hCoV-19/USA/WA-S527/2020,EPI_ISL_434287,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S526/2020,EPI_ISL_434286,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S525/2020,EPI_ISL_434285,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S524/2020,EPI_ISL_434284,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S522/2020,EPI_ISL_434282,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S520/2020,EPI_ISL_434280,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S519/2020,EPI_ISL_434279,A.1,S,North_America_/_USA_/_Washington_/_Adams_County,2020/03/27
hCoV-19/USA/WA-S516/2020,EPI_ISL_434276,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S513/2020,EPI_ISL_434273,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S512/2020,EPI_ISL_434272,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S510/2020,EPI_ISL_434270,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S509/2020,EPI_ISL_434269,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/30
hCoV-19/USA/WA-S506/2020,EPI_ISL_434266,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S505/2020,EPI_ISL_434265,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/29
hCoV-19/USA/WA-S504/2020,EPI_ISL_434264,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S503/2020,EPI_ISL_434263,A.1,S,North_America_/_USA_/_Washington_/_King_County,2020/03/25
hCoV-19/USA/WA-S499/2020,EPI_ISL_434259,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S498/2020,EPI_ISL_434258,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S497/2020,EPI_ISL_434257,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S496/2020,EPI_ISL_434256,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S494/2020,EPI_ISL_434254,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S493/2020,EPI_ISL_434253,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S492/2020,EPI_ISL_434252,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S491/2020,EPI_ISL_434251,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2-APR-2020
hCoV-19/USA/WA-S490/2020,EPI_ISL_434250,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S489/2020,EPI_ISL_434249,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,2-APR-2020
hCoV-19/USA/WA-S488/2020,EPI_ISL_434248,A.1,S,North_America_/_USA_/_Washington_/_King_County,1-APR-2020
hCoV-19/USA/WA-S487/2020,EPI_ISL_434247,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S486/2020,EPI_ISL_434246,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S485/2020,EPI_ISL_434245,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S484/2020,EPI_ISL_434244,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2-APR-2020
hCoV-19/USA/WA-S479/2020,EPI_ISL_434239,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,4-APR-2020
hCoV-19/USA/WA-S478/2020,EPI_ISL_434238,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S476/2020,EPI_ISL_434236,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,3-APR-2020
hCoV-19/USA/WA-S473/2020,EPI_ISL_434233,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,3-APR-2020
hCoV-19/USA/WA-S467/2020,EPI_ISL_434227,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2-APR-2020
hCoV-19/USA/WA-S466/2020,EPI_ISL_434226,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S465/2020,EPI_ISL_434225,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,1-APR-2020
hCoV-19/USA/WA-S459/2020,EPI_ISL_434219,A.1,S,North_America_/_USA_/_Washington_/_Snohomish_County,6-APR-2020
hCoV-19/USA/WA-S455/2020,EPI_ISL_434215,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S452/2020,EPI_ISL_434212,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S451/2020,EPI_ISL_434211,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S450/2020,EPI_ISL_434210,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S448/2020,EPI_ISL_434208,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S447/2020,EPI_ISL_434207,A.1,S,North_America_/_USA_/_Washington_/_Franklin_County,1-APR-2020
hCoV-19/USA/WA-S446/2020,EPI_ISL_434206,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S445/2020,EPI_ISL_434205,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S444/2020,EPI_ISL_434204,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,1-APR-2020
hCoV-19/USA/WA-S442/2020,EPI_ISL_434202,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/26
hCoV-19/USA/WA-S441/2020,EPI_ISL_434201,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2020/03/31
hCoV-19/USA/WA-S440/2020,EPI_ISL_434200,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,1-APR-2020
hCoV-19/USA/WA-S439/2020,EPI_ISL_434199,A.1,S,North_America_/_USA_/_Washington_/_Pierce_County,2-APR-2020
hCoV-19/USA/WA-S437/2020,EPI_ISL_434197,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S436/2020,EPI_ISL_434196,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/31
hCoV-19/USA/WA-S433/2020,EPI_ISL_434193,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S432/2020,EPI_ISL_434192,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S430/2020,EPI_ISL_434190,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S429/2020,EPI_ISL_434189,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/25
hCoV-19/USA/WA-S428/2020,EPI_ISL_434188,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S427/2020,EPI_ISL_434187,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S426/2020,EPI_ISL_434186,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
hCoV-19/USA/WA-S425/2020,EPI_ISL_434185,A.1,S,North_America_/_USA_/_Washington_/_Yakima_County,2020/03/28
